Source,Target,Weight
Greece,Armenia,4
Hungary,San Marino,6
Iceland,Lithuania,2
Romania,Luxembourg,6
France,Malta,2
Norway,Bosnia and Herzegovina,2
Poland,New Zealand,1
Russia,Albania,1
Serbia,Finland,2
Turkey,Liechtenstein,2
Kernow,Jersey,4
Guadeloupe,Grenada,3
Nicaragua,Cayman Islands,1
Wales,Azerbaijan,7
Estonia,Iceland,1
France,Serbia,4
Israel,North Macedonia,4
Vietnam,Sri Lanka,1
Cayman Islands,Dominican Republic,1
Jordan,Malaysia,4
Jordan,Singapore,7
Rwanda,Zanzibar,4
Somalia,Ethiopia,1
Sudan,Burundi,4
Chile,Palestine,1
Tanzania,Rwanda,7
Kuwait,Sudan,1
Jordan,Kuwait,5
Lebanon,Yemen,2
Andalusia,Chile,1
Catalonia,China PR,1
Pakistan,India,2
Sri Lanka,Afghanistan,1
Maldives,Bhutan,9
Bangladesh,Maldives,4
Bangladesh,India,1
Maldives,Pakistan,4
Norway,Oman,1
Argentina,Honduras,2
Ecuador,Estonia,2
Albania,Vietnam,1
Belgium,Algeria,2
Denmark,Egypt,1
Australia,England,1
Czech Republic,France,1
Israel,Armenia,1
Canada,Libya,1
Tunisia,Sweden,1
Slovakia,Cyprus,4
Poland,North Macedonia,4
China PR,Estonia,2
Nigeria,Gambia,1
Sweden,Qatar,1
Sweden,North Korea,1
Macau,Mongolia,4
Macau,Guam,2
Taiwan,Guam,4
Hong Kong,Mongolia,3
Hong Kong,Guam,7
Taiwan,Macau,4
Rwanda,Burundi,4
Afghanistan,Kyrgyzstan,3
Nepal,Afghanistan,3
Kyrgyzstan,Nepal,1
Pakistan,Macau,2
Sri Lanka,Timor-Leste,1
Benin,Equatorial Guinea,3
Zambia,Rwanda,5
Sri Lanka,Taiwan,2
Cuba,Guadeloupe,4
Laos,Bangladesh,1
Bulgaria,Serbia,1
Cuba,Antigua and Barbuda,6
Saint Lucia,Haiti,1
Albania,Russia,1
Armenia,Northern Ireland,2
Belarus,Moldova,2
Bosnia and Herzegovina,Luxembourg,7
Cape Verde,Togo,3
Estonia,Canada,2
Republic of Ireland,Georgia,9
Kenya,Mauritania,1
England,Liechtenstein,2
Sudan,Benin,2
United States,Venezuela,3
Ivory Coast,Burundi,5
Chad,Namibia,1
Mali,Eritrea,2
Ethiopia,Liberia,1
Mozambique,Burkina Faso,2
Cuba,Trinidad and Tobago,4
Croatia,Andorra,6
Czech Republic,Austria,2
Lithuania,Scotland,1
Portugal,North Macedonia,2
Netherlands,Moldova,4
Venezuela,Jamaica,3
Bhutan,Guam,2
Algeria,Madagascar,1
Faroe Islands,Kazakhstan,2
Mali,Madagascar,1
Honduras,Martinique,2
Denmark,Ukraine,1
France,Egypt,1
Georgia,Russia,1
Germany,Serbia,2
Argentina,Libya,1
Liechtenstein,Saudi Arabia,1
Spain,Ecuador,2
Croatia,Sweden,4
Belarus,Uzbekistan,1
Venezuela,Trinidad and Tobago,2
Fiji,Tuvalu,5
Jamaica,Nigeria,1
United States,Wales,1
England,Serbia,1
Poland,Kazakhstan,4
Libya,Botswana,2
Finland,Serbia,1
Moldova,Austria,1
Namibia,Chad,3
Sweden,San Marino,4
Seychelles,Zimbabwe,1
Greece,Spain,1
Venezuela,Honduras,6
Benin,Sudan,3
DR Congo,Eswatini,3
Equatorial Guinea,Gabon,2
Liberia,Ethiopia,1
Togo,Cape Verde,2
Portugal,Bolivia,1
Azerbaijan,Serbia,1
Greece,Ukraine,2
Brazil,Nigeria,1
Gabon,Andorra,1
Kenya,Ghana,2
South Africa,Trinidad and Tobago,1
Japan,New Zealand,3
Cameroon,Brazil,2
Turkey,United States,1
Colombia,New Zealand,1
Burkina Faso,Congo,3
Cameroon,Turkey,1
Eritrea,Seychelles,1
Ethiopia,Niger,3
France,New Zealand,1
Colombia,Japan,4
Mozambique,Central African Republic,1
South Africa,Ivory Coast,2
Togo,Kenya,2
Turkey,Colombia,1
France,Cameroon,2
Gibraltar,Sark,1
Greenland,Isle of Wight,2
Tahiti,Micronesia,1
Tuvalu,Kiribati,1
Isle of Man,Saare County,1
Guernsey,Orkney,2
Isle of Wight,Sark,1
New Caledonia,Micronesia,1
Isle of Man,Ynys Môn,2
Shetland,Frøya,1
Orkney,Alderney,2
Greenland,Sark,1
Solomon Islands,Kiribati,1
Vanuatu,Tuvalu,3
Frøya,Sark,1
Greenland,Alderney,1
Gotland,Saare County,1
Alderney,Saare County,1
Shetland,Orkney,1
Libya,Eswatini,2
Tonga,Micronesia,1
Solomon Islands,Tuvalu,4
Benin,Zambia,2
Lesotho,Gambia,1
Rwanda,Ghana,1
Vanuatu,Kiribati,1
Papua New Guinea,Micronesia,1
Eswatini,Madagascar,3
United States,Martinique,3
El Salvador,Martinique,1
Nigeria,Venezuela,2
Saint Kitts and Nevis,Haiti,1
Uruguay,Iraq,1
Republic of Ireland,Australia,1
Austria,Costa Rica,1
Belarus,Iran,1
Bulgaria,Lithuania,2
England,Croatia,6
Japan,Nigeria,1
Uzbekistan,Latvia,1
Portugal,Kazakhstan,3
Serbia,Wales,4
Bolivia,Panama,2
Haiti,China PR,1
Bosnia and Herzegovina,Norway,2
Bulgaria,Estonia,1
England,North Macedonia,3
Slovenia,Israel,2
Australia,Jamaica,2
Belgium,Croatia,3
Latvia,Hungary,1
Moldova,Belarus,2
Spain,Ukraine,5
Oman,Singapore,8
Yemen,Sudan,1
Vietnam,Nepal,2
Oman,Vietnam,4
Kuwait,Palestine,6
Indonesia,Bhutan,2
Oman,Jordan,3
Saudi Arabia,Bhutan,2
Indonesia,Yemen,2
Bahrain,Myanmar,4
Croatia,Bulgaria,5
Equatorial Guinea,Togo,1
Finland,Canada,1
Russia,Georgia,1
Libya,São Tomé and Príncipe,3
Zambia,Seychelles,2
South Africa,Costa Rica,1
Chad,Angola,1
Congo,Sierra Leone,1
Guinea,Mozambique,3
Iran,New Zealand,1
Rwanda,Namibia,1
Zimbabwe,Mauritania,1
Syria,Sri Lanka,3
Singapore,Palestine,3
Turkmenistan,United Arab Emirates,1
Vietnam,South Korea,1
Oman,South Korea,1
India,Rwanda,1
India,Zimbabwe,1
Tajikistan,Thailand,1
Turkmenistan,Sri Lanka,5
Equatorial Guinea,São Tomé and Príncipe,1
Mauritania,Zimbabwe,1
Albania,Estonia,1
Venezuela,Colombia,5
Czech Republic,Canada,2
Gabon,Burundi,2
Latvia,Turkey,1
Angola,Chad,1
Benin,Madagascar,3
Cape Verde,Eswatini,3
Ghana,Somalia,2
Finland,Honduras,1
Poland,Serbia,4
Togo,Equatorial Guinea,1
Egypt,Sweden,2
Republic of Ireland,Canada,1
Bulgaria,South Korea,1
Costa Rica,Finland,1
Estonia,Hungary,1
Portugal,Kuwait,1
Thailand,Tajikistan,1
Tunisia,South Africa,3
Turkmenistan,Afghanistan,4
Moldova,Luxembourg,1
Tajikistan,Hong Kong,2
Tajikistan,Bangladesh,7
Maldives,Mongolia,2
Kyrgyzstan,Pakistan,3
Uganda,Eritrea,2
Sudan,Rwanda,2
Egypt,Bahrain,1
Iraq,Kenya,2
Bahrain,Kenya,2
Kuwait,Latvia,1
Oman,Estonia,1
Saudi Arabia,Azerbaijan,1
Andalusia,Latvia,1
Catalonia,Ecuador,1
Egypt,Rwanda,3
Mauritius,South Africa,1
Libya,Kenya,2
Canada,Barbados,3
Guadeloupe,Saint Lucia,3
Senegal,South Africa,4
Norway,Honduras,1
Mali,Kenya,3
South Africa,Benin,2
Norway,Singapore,1
China PR,North Macedonia,3
Dominica,United States Virgin Islands,1
Rwanda,DR Congo,3
Zimbabwe,Algeria,1
Jordan,Indonesia,5
Albania,Sweden,1
Belarus,Cyprus,1
Haiti,Turks and Caicos Islands,3
Hungary,Armenia,1
Jamaica,Uruguay,1
Jordan,Laos,2
North Macedonia,Bosnia and Herzegovina,1
Palestine,Taiwan,3
Vietnam,Maldives,1
Saint Kitts and Nevis,United States Virgin Islands,2
Cyprus,Kazakhstan,3
Armenia,Georgia,2
Bermuda,Montserrat,2
Dominican Republic,Anguilla,4
Dominica,Bahamas,2
Northern Ireland,Estonia,5
Bermuda,Nicaragua,3
Egypt,Trinidad and Tobago,1
North Macedonia,Ukraine,1
Norway,Serbia,2
Latvia,Slovenia,1
Turkmenistan,Indonesia,1
Lebanon,Vietnam,1
Thailand,Yemen,2
Mozambique,Madagascar,3
China PR,Algeria,1
Armenia,Turkmenistan,1
Bosnia and Herzegovina,Finland,3
Bulgaria,Cameroon,1
Japan,Czech Republic,1
Jamaica,Venezuela,1
Azerbaijan,Kazakhstan,3
Panama,Bermuda,2
San Marino,Liechtenstein,1
Nicaragua,Bermuda,2
Vanuatu,Samoa,4
Turkey,Australia,2
Trinidad and Tobago,Iraq,1
Scotland,Trinidad and Tobago,1
Italy,Tunisia,1
Qatar,Turkmenistan,3
China PR,Hungary,1
Netherlands,Faroe Islands,1
Republic of Ireland,Jamaica,1
Vanuatu,New Zealand,1
Northern Ireland,Saint Kitts and Nevis,1
Greece,Liechtenstein,4
England,Iceland,3
South Korea,Turkey,1
Nigeria,Rwanda,2
South Africa,Cape Verde,2
Spain,Andorra,1
Tunisia,Botswana,4
France,Ukraine,6
Northern Ireland,Trinidad and Tobago,1
Lebanon,Maldives,5
Qatar,Laos,2
Saudi Arabia,Turkmenistan,3
Uzbekistan,Palestine,5
Syria,Tajikistan,4
Panama,Saint Lucia,2
United States,Grenada,5
Czech Republic,Latvia,3
Cape Verde,Uganda,1
Mexico,Dominica,2
Rwanda,Gabon,3
Congo,Liberia,3
Ghana,South Africa,5
Saint Vincent and the Grenadines,Nicaragua,2
Czech Republic,Germany,2
Netherlands,Latvia,5
Greece,France,1
Greece,Czech Republic,1
Morocco,Botswana,2
Zimbabwe,Rwanda,2
Bahrain,Thailand,3
Thailand,Trinidad and Tobago,3
Uzbekistan,Iraq,5
Indonesia,Qatar,1
Bahrain,Indonesia,3
Oman,Thailand,6
Iceland,Italy,1
Wales,Latvia,3
Slovakia,Luxembourg,5
Belarus,Turkey,1
North Macedonia,Armenia,6
Vietnam,India,2
Yemen,Syria,2
Bahrain,Palestine,2
Libya,Benin,2
Netherlands,Liechtenstein,1
Burkina Faso,Uganda,2
Estonia,Luxembourg,2
Finland,Andorra,1
Serbia,San Marino,2
Slovenia,Moldova,4
Zambia,Liberia,2
Angola,Rwanda,3
DR Congo,South Africa,1
Ghana,Cape Verde,4
Romania,Andorra,6
Finland,Armenia,5
Austria,Azerbaijan,5
France,Faroe Islands,6
Ukraine,Kazakhstan,4
Lithuania,San Marino,5
Jordan,Thailand,1
Botswana,Kenya,3
Cape Verde,Burkina Faso,5
Slovakia,Latvia,2
Turkey,Kazakhstan,6
South Africa,Uganda,3
Andorra,North Macedonia,1
Czech Republic,Armenia,4
England,Azerbaijan,2
Republic of Ireland,Faroe Islands,4
Italy,Belarus,2
Albania,Kazakhstan,3
Liechtenstein,Luxembourg,3
Maldives,Vietnam,1
Thailand,United Arab Emirates,2
Jordan,Ecuador,1
India,Kuwait,2
Mexico,Saint Kitts and Nevis,2
French Guiana,Dominica,1
Bahrain,Tajikistan,3
Serbia,Belgium,2
Greece,Kazakhstan,3
Indonesia,Turkmenistan,3
South Korea,Maldives,1
Czech Republic,North Macedonia,2
South Africa,Nigeria,2
Ukraine,Turkey,2
Belarus,United Arab Emirates,1
Jamaica,United States Virgin Islands,1
Haiti,Saint Martin,2
British Virgin Islands,Bermuda,1
Oman,Latvia,1
Kuwait,Tajikistan,2
Malaysia,Timor-Leste,7
Trinidad and Tobago,British Virgin Islands,2
Thailand,Timor-Leste,2
Philippines,Timor-Leste,5
Myanmar,Timor-Leste,2
Germany,Japan,1
Burundi,Zanzibar,2
Iran,Panama,2
South Korea,Germany,2
Germany,Thailand,1
Burundi,Sudan,3
Basque Country,Honduras,1
Argentina,Catalonia,2
Jamaica,French Guiana,1
Antigua and Barbuda,Trinidad and Tobago,2
Colombia,South Korea,1
Trinidad and Tobago,Azerbaijan,2
Norway,Bahrain,1
Saudi Arabia,Tajikistan,1
Finland,Cyprus,2
Brazil,Hong Kong,1
Venezuela,Estonia,1
Cuba,Barbados,4
Nicaragua,Belize,5
South Africa,Seychelles,2
North Korea,Guam,5
Kuwait,Armenia,1
Namibia,Lesotho,3
South Korea,Burkina Faso,1
Bahrain,North Korea,2
Kuwait,Uzbekistan,2
Belgium,Bosnia and Herzegovina,4
Croatia,Iceland,5
Cyprus,Jordan,1
Denmark,Kazakhstan,5
Slovakia,Estonia,2
Russia,Liechtenstein,6
Portugal,Canada,1
Germany,Slovenia,1
Spain,China PR,2
Algeria,Rwanda,4
Czech Republic,Andorra,2
Netherlands,Armenia,2
Ukraine,Denmark,1
Brazil,Guatemala,1
Occitania,Chechnya,1
Norway,Costa Rica,1
Iran,Azerbaijan,2
Bosnia and Herzegovina,San Marino,2
Scotland,Moldova,3
Angola,Algeria,1
Zimbabwe,Gabon,2
Romania,Armenia,5
Argentina,Tunisia,1
Brazil,Greece,1
Burkina Faso,DR Congo,5
Gabon,Rwanda,2
Germany,Tunisia,1
Uganda,Cape Verde,3
Japan,Greece,1
Tunisia,Australia,1
China PR,Costa Rica,1
Panama,Colombia,2
South Africa,Mexico,1
Saare County,Åland Islands,1
Shetland,Falkland Islands,3
Shetland,Åland Islands,1
Greenland,Orkney,1
Guernsey,Western Isles,2
Falkland Islands,Saare County,1
Ynys Môn,Orkney,2
Guernsey,Greenland,1
Åland Islands,Falkland Islands,1
Western Isles,Orkney,1
Orkney,Falkland Islands,1
Western Isles,Isle of Man,1
Bahrain,Turkmenistan,4
Fiji,India,2
Cyprus,Iraq,1
North Korea,Bahrain,4
Estonia,Bosnia and Herzegovina,1
France,Ivory Coast,2
Iceland,South Africa,2
Georgia,Kazakhstan,3
Nigeria,Libya,3
Sweden,Czech Republic,2
Uzbekistan,Kuwait,3
Iran,Libya,1
Bosnia and Herzegovina,Belgium,3
Burkina Faso,South Africa,1
Northern Ireland,Azerbaijan,3
Romania,Czech Republic,1
DR Congo,Cape Verde,1
Egypt,Benin,3
Guinea,Malawi,5
Denmark,Georgia,3
Israel,Faroe Islands,4
Japan,Honduras,2
Norway,Moldova,4
Belarus,Scotland,1
Benin,Libya,2
Germany,China PR,1
Scotland,Slovenia,2
Ukraine,Japan,2
Bahrain,Panama,1
France,Costa Rica,2
Tajikistan,Afghanistan,5
Paraguay,Togo,1
Ivory Coast,Romania,1
Brazil,United Arab Emirates,1
Poland,Ecuador,1
Iran,Togo,2
Ghana,Saudi Arabia,2
Trinidad and Tobago,Bahrain,1
Cyprus,Wales,2
Georgia,Jordan,1
Japan,Angola,1
South Korea,Serbia,2
Argentina,Qatar,2
Romania,Nigeria,1
Zanzibar,Eritrea,1
Zanzibar,Burundi,2
Sudan,Djibouti,2
Maldives,Afghanistan,2
India,Bhutan,4
Afghanistan,Sri Lanka,6
Monaco,Occitania,2
Hungary,Antigua and Barbuda,1
Galicia,Uruguay,1
Cameroon,Basque Country,1
Andalusia,China PR,1
Uganda,Ecuador,1
Latvia,North Korea,1
Morocco,Zimbabwe,3
Ivory Coast,Jordan,1
Guinea,South Africa,2
Northern Cyprus,Kyrgyzstan,1
Lebanon,Saudi Arabia,1
Zimbabwe,Ghana,1
Croatia,Hong Kong,1
United States,Japan,1
Honduras,China PR,1
Jordan,Kazakhstan,1
Palestine,Bahrain,4
Thailand,Iraq,2
Japan,Finland,2
Monaco,Chechnya,1
Australia,Bahrain,6
Singapore,Iraq,1
Guyana,Antigua and Barbuda,6
Saint Kitts and Nevis,Saint Martin,3
Greece,Belarus,1
Trinidad and Tobago,Iceland,1
Croatia,Argentina,2
Canada,Austria,1
Slovakia,France,1
Iran,Costa Rica,1
South Korea,Angola,1
Mexico,Ghana,3
Netherlands,Ecuador,1
Palestine,Singapore,2
Qatar,Uzbekistan,3
Portugal,Saudi Arabia,2
Senegal,Norway,1
Romania,Slovenia,3
Spain,Ivory Coast,1
Equatorial Guinea,Benin,1
Bangladesh,Cambodia,5
Palestine,Guam,1
Pakistan,Kyrgyzstan,1
Sri Lanka,Brunei,2
Tajikistan,Macau,2
Bangladesh,Guam,1
Palestine,Cambodia,1
Sri Lanka,Bhutan,5
Brunei,Nepal,1
Tajikistan,Pakistan,3
Cambodia,Guam,3
Kyrgyzstan,Tajikistan,3
Kyrgyzstan,Macau,4
Kyrgyzstan,Palestine,3
Tajikistan,Sri Lanka,3
Kosovo,Monaco,1
Chile,New Zealand,2
Lithuania,Poland,2
Belgium,Saudi Arabia,2
Mexico,DR Congo,1
Saudi Arabia,Togo,2
Uruguay,Northern Ireland,2
Wales,Basque Country,1
Catalonia,Costa Rica,1
Australia,Greece,2
Czech Republic,Saudi Arabia,1
South Korea,Bosnia and Herzegovina,1
Romania,Northern Ireland,2
New Zealand,Georgia,1
Netherlands,Cameroon,2
Portugal,Cape Verde,1
Wales,Trinidad and Tobago,2
North Macedonia,Ecuador,1
Ukraine,Costa Rica,1
United States,Latvia,1
Northern Cyprus,Greenland,1
Argentina,Angola,1
Czech Republic,Costa Rica,1
Uruguay,Libya,2
Tunisia,Belarus,1
Northern Cyprus,Zanzibar,3
Republic of St. Pauli,Tibet,1
Paraguay,Georgia,1
Gibraltar,Tibet,1
Zanzibar,Greenland,1
Slovenia,Trinidad and Tobago,1
Northern Cyprus,Gibraltar,1
Zanzibar,Republic of St. Pauli,1
Turkey,Angola,1
Togo,Liechtenstein,1
Poland,Croatia,1
Czech Republic,Trinidad and Tobago,1
England,Jamaica,1
Gibraltar,Republic of St. Pauli,1
Spain,Egypt,1
Switzerland,China PR,1
Colombia,Morocco,1
Ghana,South Korea,4
Japan,Malta,1
Ivory Coast,Slovenia,1
North Macedonia,Turkey,1
Ukraine,Libya,1
Australia,Liechtenstein,1
France,China PR,1
Ukraine,Luxembourg,5
Germany,Costa Rica,2
Ecuador,Poland,1
Italy,Ghana,1
Czech Republic,United States,2
Brazil,Croatia,3
South Korea,Togo,1
England,Trinidad and Tobago,2
Sweden,Paraguay,1
Netherlands,Ivory Coast,2
Ghana,Czech Republic,1
Ukraine,Saudi Arabia,1
Spain,Tunisia,2
Switzerland,Togo,1
Germany,Ecuador,2
Paraguay,Trinidad and Tobago,1
Ivory Coast,Serbia,1
Portugal,Mexico,3
Italy,Czech Republic,3
Ghana,United States,2
Spain,Saudi Arabia,3
Switzerland,South Korea,1
France,Togo,1
Ukraine,Tunisia,1
Italy,Australia,1
Seychelles,Tanzania,1
Ethiopia,Yemen,1
Japan,Trinidad and Tobago,1
Ukraine,Azerbaijan,1
Belarus,Andorra,4
France,Bosnia and Herzegovina,3
Uruguay,Egypt,2
Georgia,Faroe Islands,2
Japan,Yemen,4
Libya,Uganda,2
Panama,Peru,2
Albania,San Marino,4
Denmark,Portugal,3
Bahamas,Cayman Islands,1
Cuba,Turks and Caicos Islands,2
Czech Republic,Wales,1
England,Andorra,6
France,Georgia,3
Eritrea,Kenya,2
Nigeria,Niger,3
Serbia,Azerbaijan,5
Switzerland,Venezuela,1
Uganda,Lesotho,3
Zambia,Chad,1
DR Congo,Namibia,1
Equatorial Guinea,Liberia,3
Cameroon,Rwanda,3
Sudan,Seychelles,2
Turks and Caicos Islands,Cayman Islands,1
Venezuela,Austria,1
Hungary,Bosnia and Herzegovina,2
Bulgaria,Slovenia,3
Israel,Andorra,6
Germany,San Marino,4
Sweden,Liechtenstein,4
Switzerland,Costa Rica,1
Guadeloupe,Saint Martin,2
Martinique,Saint Martin,1
Barbados,Anguilla,2
Bermuda,United States Virgin Islands,1
Bermuda,Dominican Republic,2
Ethiopia,Eswatini,1
Ghana,Japan,2
Algeria,Gambia,4
Cyprus,Republic of Ireland,1
Czech Republic,San Marino,6
Latvia,Iceland,2
Namibia,Ethiopia,2
Romania,Belarus,4
Slovakia,Wales,1
Angola,Kenya,2
Benin,Sierra Leone,3
Burundi,Mauritania,2
Nigeria,Lesotho,4
Liberia,Rwanda,1
North Macedonia,Andorra,4
Belarus,Slovenia,2
Belgium,Azerbaijan,5
Croatia,England,3
Finland,Kazakhstan,5
Kuwait,Lithuania,1
Denmark,Liechtenstein,3
Malta,Hungary,1
Serbia,Armenia,3
Ukraine,Scotland,2
Kuwait,Taiwan,3
Brunei,Timor-Leste,7
Wales,Liechtenstein,3
Austria,Trinidad and Tobago,1
Bolivia,El Salvador,2
Georgia,Uruguay,1
Republic of Ireland,San Marino,2
Ivory Coast,Sweden,2
Russia,North Macedonia,4
Lithuania,Malta,2
Venezuela,Guatemala,4
Laos,Timor-Leste,6
Philippines,Cambodia,4
Barbados,Bahamas,1
Greenland,Găgăuzia,1
Zanzibar,Kyrgyzstan,1
Tajikistan,Tibet,1
Northern Cyprus,Crimea,2
Cambodia,Timor-Leste,6
Monaco,Ambazonia,1
Sápmi,Occitania,1
Kyrgyzstan,Găgăuzia,1
Crimea,Tibet,1
Northern Cyprus,Tajikistan,1
Sápmi,Ambazonia,1
Kyrgyzstan,Greenland,1
Crimea,Tajikistan,1
Northern Cyprus,Tibet,2
Occitania,Ambazonia,2
Sápmi,Monaco,2
Crimea,Kyrgyzstan,1
Guadeloupe,Dominican Republic,1
Burundi,Zambia,1
Malawi,Djibouti,4
Guyana,Guadeloupe,3
Guyana,Dominican Republic,1
Yemen,Comoros,1
Réunion,Mayotte,1
Comoros,Djibouti,1
Yemen,Djibouti,1
Lebanon,Somalia,1
Sudan,Mauritania,1
Vietnam,Kazakhstan,1
Mauritania,Somalia,1
Basque Country,Serbia,1
Yemen,Eritrea,1
Saudi Arabia,Gambia,1
Guadeloupe,Cuba,4
Venezuela,Sweden,1
Haiti,Barbados,1
Ecuador,Sweden,1
Zanzibar,Northern Cyprus,1
Denmark,Australia,2
Cyprus,Hungary,1
South Korea,Greece,3
Mali,Lithuania,1
Croatia,Norway,3
Georgia,Turkey,1
Luxembourg,Gambia,1
Chad,Benin,1
Kazakhstan,Azerbaijan,5
Ivory Coast,Mauritius,1
Switzerland,Jamaica,2
South Africa,Chad,2
Costa Rica,New Zealand,2
Ukraine,Faroe Islands,2
Japan,Peru,2
Kazakhstan,Serbia,1
France,Lithuania,4
Montenegro,Hungary,2
Scotland,Georgia,3
Senegal,Tanzania,2
Tunisia,Seychelles,4
Angola,Eritrea,1
Botswana,Burundi,2
Egypt,Mauritania,2
Equatorial Guinea,Rwanda,1
Lesotho,Niger,1
Libya,Namibia,1
Sudan,Mauritius,2
Azerbaijan,Finland,1
Republic of Ireland,Slovakia,1
Liechtenstein,Latvia,1
Netherlands,Slovenia,2
Bolivia,South Africa,1
Venezuela,New Zealand,1
Mozambique,Seychelles,3
Chile,Cuba,3
Colombia,Panama,2
Ethiopia,DR Congo,1
Japan,Montenegro,1
Albania,Luxembourg,4
Italy,Faroe Islands,4
Armenia,Kazakhstan,4
Namibia,Libya,1
Rwanda,Equatorial Guinea,1
Burundi,Botswana,1
Colombia,Montenegro,1
Niger,Lesotho,1
Argentina,Algeria,1
Chile,Jamaica,1
Armenia,Poland,1
England,Estonia,4
Netherlands,Thailand,1
Romani people,Ambazonia,1
Guadeloupe,Canada,1
Costa Rica,Guadeloupe,3
Gabon,Réunion,1
Botswana,Mauritania,1
Guadeloupe,Honduras,1
Iran,Palestine,4
Basque Country,Venezuela,3
Indonesia,Jamaica,1
Mexico,Guadeloupe,2
Oman,Indonesia,3
Vietnam,Jamaica,1
Jamaica,Malaysia,1
Vietnam,Bahrain,1
Jersey,Menorca,3
Ynys Môn,Bermuda,1
Rhodes,Saare County,2
Bermuda,Åland Islands,1
Rhodes,Frøya,1
Western Isles,Gotland,3
Paraguay,United States,2
Gibraltar,Menorca,1
Åland Islands,Ynys Môn,2
Menorca,Ynys Môn,1
Gotland,Frøya,2
Gibraltar,Bermuda,1
Rhodes,Western Isles,1
Menorca,Saare County,2
Åland Islands,Frøya,1
Jersey,Gotland,2
Western Isles,Bermuda,1
Vietnam,United Arab Emirates,2
Iraq,Australia,2
Australia,Thailand,4
Japan,Vietnam,5
Iraq,Vietnam,5
Kyrgyzstan,Cambodia,2
Myanmar,Lesotho,1
Singapore,Zimbabwe,1
Syria,Kyrgyzstan,2
Belarus,Israel,2
Belgium,Serbia,4
Moldova,Latvia,2
Lesotho,Laos,1
Lithuania,Turkmenistan,1
Scotland,South Africa,1
Ukraine,Uzbekistan,2
Syria,India,3
Singapore,Bangladesh,2
Kyrgyzstan,Bangladesh,5
Zimbabwe,Bangladesh,1
Syria,Cambodia,3
Solomon Islands,American Samoa,3
India,Kyrgyzstan,4
Myanmar,Zimbabwe,1
India,Syria,2
Cook Islands,Tuvalu,1
Kenya,Angola,2
Rwanda,Liberia,1
Uganda,Niger,3
Equatorial Guinea,Cameroon,1
Gambia,Algeria,2
Chile,Austria,1
Saudi Arabia,Ghana,1
Japan,Switzerland,1
Moldova,Bosnia and Herzegovina,1
Sweden,Montenegro,2
Wales,Slovakia,3
Slovenia,Belarus,1
Syria,Afghanistan,4
Thailand,Macau,2
United Arab Emirates,Vietnam,5
Yemen,Maldives,3
Turkmenistan,Cambodia,3
Luxembourg,Belarus,2
Egypt,Botswana,4
Mauritania,Burundi,1
Romania,Netherlands,1
Scotland,Ukraine,2
Slovakia,San Marino,4
Madagascar,Comoros,4
Bahrain,Libya,1
Austria,Ivory Coast,1
Montenegro,Estonia,1
Georgia,Scotland,2
Liechtenstein,Iceland,1
United States,Switzerland,1
Greece,Turkey,1
Kyrgyzstan,Jordan,3
Hong Kong,Timor-Leste,2
Maldives,Yemen,1
Bhutan,Tibet,1
Saudi Arabia,Estonia,1
Singapore,Tajikistan,1
British Virgin Islands,Saint Martin,1
Djibouti,Somalia,2
Georgia,Qatar,1
Belarus,Albania,2
Angola,Ivory Coast,1
Australia,Nigeria,1
Benin,United Arab Emirates,1
North Macedonia,Croatia,1
Moldova,Hungary,1
Turkmenistan,Hong Kong,1
South Africa,Canada,1
Nigeria,Switzerland,1
Kazakhstan,Armenia,1
Ivory Coast,Qatar,1
Turkey,Bosnia and Herzegovina,2
Togo,United Arab Emirates,1
Serbia,Kazakhstan,1
Guinea-Bissau,Sierra Leone,2
Eritrea,Djibouti,1
Zanzibar,Ethiopia,1
Saint Kitts and Nevis,Bermuda,1
Eritrea,Uganda,1
Bermuda,Saint Kitts and Nevis,1
Oman,Tajikistan,3
Burundi,Eritrea,1
Andalusia,Zambia,1
Canary Islands,Angola,1
Guinea,Sudan,1
Ivory Coast,Kuwait,1
Sweden,Costa Rica,1
Puerto Rico,Bermuda,3
Ghana,Namibia,2
Guinea,Morocco,2
Singapore,Kuwait,1
Japan,Bosnia and Herzegovina,1
Chile,South Korea,1
Canada,Martinique,3
Saudi Arabia,Luxembourg,1
Belarus,Iceland,1
Armenia,Belarus,2
Antigua and Barbuda,Aruba,5
Australia,Qatar,3
Belize,Saint Kitts and Nevis,2
Netherlands,Croatia,1
El Salvador,Anguilla,2
Honduras,Paraguay,1
Moldova,Kazakhstan,3
South Korea,Turkmenistan,4
Uzbekistan,Lebanon,4
Turks and Caicos Islands,Saint Lucia,1
Cameroon,Ghana,2
Uzbekistan,Jordan,7
Bahrain,Japan,2
Morocco,Belgium,2
Grenada,United States Virgin Islands,3
Israel,Chile,1
Malta,Liechtenstein,4
Montenegro,Norway,1
Suriname,Montserrat,2
Malawi,Namibia,4
Northern Ireland,Georgia,1
Singapore,Lebanon,2
Iceland,Slovakia,1
South Africa,Paraguay,1
Saint Lucia,Turks and Caicos Islands,1
Jordan,Turkmenistan,2
Sri Lanka,Guam,1
Yemen,Tanzania,2
Pakistan,Guam,1
Oman,Liberia,1
Tajikistan,Bhutan,1
Philippines,Bhutan,2
Syria,Iraq,5
Tajikistan,Brunei,1
Oman,Turkmenistan,5
Brittany,Congo,1
Russia,Kazakhstan,3
Croatia,Moldova,2
